codart|nomart|grupo|marca|precio_a|precio_b|precio_d|codfam|stk01|stk06|alterno
54610-2D000|BASE AMORT. DEL. RH/LH HYUNDAI ELANTRA XD (2D100) SEONG|ELGTZ|00062|14.9300|12.9800|3.7000|CHINA|||
54610-2E200|BASE AMORT. DEL. HYUNDAI TUCSON|TUCSO|00007|22.5900|19.6400|5.7100|KOREA|||
25100-2X200|BOMBA AGUA KIA RIO STYLUS|RIO|00163|44.1100|38.3600|11.5900|KOREA|||
86510-FD040-SEO|PARACHOQUE DELANTERO KIA RIO STYLUS SEONG|RIO|00062|87.6600|76.2300|21.8500|CHINA|||
86610-FD010|PARACHOQUE TRASERO KIA RIO MOBIS|RIO||0.0000|0.0000|0.0000||||
54840-1G000|BIELETA DEL. RH KIA RIO CVVT|RIO|00163|9.3700|8.1500|1.9700|KOREA|||
KIT-02|KIT PISTON Y ANILLO GETZ 1.6 0.20|GETZ|00068|0.0000|0.0000|34.9100|KOREA|||
54551-02000|BUJE PEQ. MESETA INF. DEL. HYUNDAI ACCENT|ACCEN|00163|4.3700|3.9000|1.0000|KOREA|||
0K30E-18140|JGO. CABLE BUJIA KIA RIO 1.5. 274002X140|RIO|00030|22.8500|19.8700|5.0200|KOREA|||
94750-21030|VALVULA DE PRESION DE ACEITE HYUNDAI|ACCEN|00007|0.0000|0.0000|0.9700|KOREA|||
KIK-017|KIT DE EMBRAGUE KIA RIO 1.5 VALEO (PUB-003)|RIO|00066|146.6400|127.5100|39.8500|KOREA|||
HDK-174|KIT DE EMBRAGUE GETZ 1.6 SECO|ELGTZ|00052|163.2200|141.9300|44.7500|KOREA|||
HDK-110|KIT DE EMBRAGUE TUCSON SECO / PUA-053|TUCSO|00212|184.0000|165.0000|62.8000|KOREA|||
0K50F-18840|SENSOR TEMPERATURA KIA RIO|RIO|00147|9.1800|7.9800|2.4500|KOREA|||
21030-23100|JGO. SEPARADOR AXIAL HYUNDAI TUCSON STD|TUCSO|00005|7.4300|6.4600|1.1200|KOREA|||
41100-22715|DISCO DE EMBRAGUE GETZ 1.6|ELGTZ|00052|65.1500|56.6500|20.9000|KOREA|||
0K30C-16460|DISCO DE EMBRAGUE KIA RIO 1.5|RIO|00052|65.2600|56.7500|15.2000|KOREA|||
21443-02501|ESTOPERA TRASERA CIGUENAL PICANTO|PICAN|00064|4.9500|6.0000|1.5400|KOREA|||KOS-081
21421-21030|ESTOPERA DELANTERA CIGUENAL PICANTO|PICAN|00151|2.8800|2.5000|0.5300|KOREA|||KOS-045
21421-23020|ESTOPERA DELANTERA CIGUENAL HYUNDAI TUCSON|TUCSO|00064|4.4200|3.8400|0.7200|KOREA|||KOS-066
23510-4Z100|BRAZO BIELA KIA PREGIO 3.0|PREGI|00201|74.5300|64.8100|19.6400|KOREA|||
24321-23770|CADENA LEVA HYUNDAI TUCSON/ELANTRA|TUCSO|00074|15.5300|13.5000|3.3100|KOREA|||24321-23780
0K2A1-17400|SENSOR DE DISTANCIA KIA RIO 1.5|RIO|00122|16.1000|14.0000|2.7800|KOREA|||
KIT-0K72A|KIT RODAMIENTO PREGIO (INT + EXT)|PREGI|00007|50.2100|43.6600|11.2700|KOREA|||
0K72C-13100B|MULTIPLE ADMISION PREGIO MOBIS|PREGI|00004|145.1900|126.2500|33.8000|KOREA|||
KIT-PREGIO|KIT MOTOR ORIGINAL PREGIO 3.0|PREGI||0.0000|0.0000|203.7000||||
27301-02700|BOBINA ENCENDIDO KIA PICANTO|PICAN|00002|75.1900|65.3800|20.4300|KOREA|||
57170-2D101|CORREA DH TUCSON|TUCSO|00139|5.6100|4.8800|1.1700|KOREA|||
23410-02470|JGO. PISTON KIA PICANTO STD PMC|PICAN|00002|83.3200|72.4500|21.2800|KOREA|||
25650-02560-K|TOMA DE AGUA CORTA KIA PICANTO CS KOREANA|PICAN|00137|13.2300|11.5000|3.2900|KOREA|||
25622-02566-K|TOMA DE AGUA LARGA KIA PICANTO KOREANA|PICAN|00137|16.6800|14.5000|3.0700|KOREA|||
23120-02570-K|ENGRANAJE CIGUENAL KIA PICANTO SEONG|PICAN|00062|7.8000|6.7800|1.7000|CHINA|||
21310-23001|BOMBA ACEITE HYUNDAI TUCSON KOREA|TUCSO|00007|98.2600|85.4400|24.6800|KOREA|||
27400-2X140|JGO. CABLES KIA RIO 1.5 MOBIS|RIO|00004|0.0000|0.0000|8.6900|KOREA|||
24312-2X000-OEM|CORREA DE TIEMPO KIA RIO ORIGINAL|RIO|00003|0.0000|0.0000|10.0000|KOREA|||
23060-02502-K|JGO. CONCHA BIELA KIA PICANTO STD 02901|PICAN|00065|10.6400|9.2500|2.4500|KOREA|||
21020-02500|JGO. CONCHA BANCADA KIA PICANTO STD|PICAN|00065|16.1000|14.0000|4.1200|KOREA|||
0VNY1-11SF0|JGO. CONCHA BIELA PREGIO 0.10|PREGI|00005|14.2500|12.3900|3.5600|KOREA|||
21030-02740|JGO. SEPARADOR AXIAL PICANTO STD|PICAN|00072|5.1900|4.5100|1.3700|KOREA|||
24321-26020|CADENA LEVA HYUNDAI GETZ / ELANTRA (26060)|ELGTZ|00260|15.5300|13.5000|2.8300|KOREA|||
0K6Z2-11SH0|JGO. CONCHA BANCADA PREGIO 0.10|PREGI|00005|25.2500|21.9600|5.5000|KOREA|||
23410-23711|JGO. PISTON TUCSON STD ARO GRUESO|TUCSO|00086|0.0000|0.0000|14.6000|KOREA|||
25100-37201|BOMBA AGUA KIA SPORTAGE 2.7|SPTFE|00128|78.1500|67.9600|15.9500|KOREA|||
0K6Z2-11SG0|JGO. CONCHA BANCADA STD PREGIO|PREGI|00005|25.5100|20.0000|4.6200|KOREA|||
24450-37100|POLEA TENSORA KIA SPORTAGE 2.7|SPTFE|00031|20.6400|17.9500|5.6100|KOREA|||
24810-37120|POLEA TIEMPO FIJA KIA SPORTAGE 2.7 GT10111|SPTFE|00163|19.4700|15.5000|4.0100|KOREA|||
24410-37100|TENSOR HIDRAULICO SPORTAGE 2.7 KOREA 24450|SPTFE|00031|80.2900|69.8200|19.0200|KOREA|||
21310-37100|BOMBA ACEITE KIA SPORTAGE 2.7|SPTFE|00007|157.4000|136.8700|34.5700|KOREA|||
0K75A-10311|JGO. CAMISA PREGIO 3.0 TERMINADAS|PREGI|00089|0.0000|0.0000|49.5700|KOREA|||
0K7Z1-11SA0|JGO. PISTON KIA PREGIO 3.0 S/RETEN|PREGI|00163|268.1900|233.2100|78.3600|KOREA|||
20910-23C21|JGO. EMPACADURA HYUNDAI TUCSON/CERATO|TUCSO|00163|50.4200|45.0000|14.3800|KOREA|||
20910-26E01|JGO. EMPACADURA HYUNDAI GETZ 1.6|ELGTZ|00163|41.1100|35.7500|10.7900|KOREA|||
54830-34000|BIELETA DEL. RH/LH HYUNDAI ELANTRA XD|OTROS|00094|0.0000|0.0000|1.4300|KOREA|||
57724-07000|ROTULA KIA RIO|RIO|00094|0.0000|0.0000|3.0900|KOREA|||
25100-26902|BOMBA AGUA HYUNDAI GETZ 1.6|ELGTZ|00011|25.6800|22.3300|6.1500|CHINA|||
41421-28000|COLLARIN ACCENT/GETZ|ACCEN|00060|19.7700|17.1900|4.6000|KOREA|||
22144-3B001|ESTOPERA ARBOL DE LEVA ACCENT/TUCSON/GETZ|ACCEN|00062|2.0700|1.8000|0.4000|CHINA|||
21421-22001|ESTOPERA CIGUENAL DELANTERA ACCENT/GETZ 35X48X8|ELGTZ|00063|2.1300|1.8500|0.3400|KOREA|||
24312-23202-OEM|CORREA TIEMPO TUCSON ORIGINAL|TUCSO|00004|0.0000|0.0000|8.0000|KOREA|||
31911-2E000|FILTRO GASOLINA HYUNDAI TUCSON SEONG|TUCSO|00062|8.4900|7.3800|3.1000|CHINA|||
28113-22051|FILTRO AIRE ACCENT 1.5|ACCEN|00063|1.2300|1.0700|0.4200|KOREA|||
KK1Y011SG0|JGO. CONCHA BANCADA KIA RIO STD|RIO|00024|18.0800|15.0000|4.0000|KOREA|||
21830-2D050|BASE CAJA LH HYUNDAI ELANTRA XD T/A|ELGTZ|00245|39.1900|34.0800|8.9200|KOREA|||
27301-22600|BOBINA ENCENDIDO HYUNDAI GETZ 1.3|ELGTZ|00137|0.0000|48.3400|14.1700|KOREA|||
25100-23530|BOMBA AGUA HYUNDAI TUCSON / SPORTAGE 2.0|TUCSO|00004|0.0000|0.0000|11.8200|KOREA|||
97730-2D000|ELECTROVENTILADOR A/A ELANTRA 2.0|ELGTZ|00163|67.6100|55.0000|14.0800|KOREA|||
25380-1C160|ELECTROVENTILADOR HYUNDAI GETZ 1.6|ELGTZ|00163|118.5000|103.0400|23.9300|KOREA|||
25310-1C200|RADIADOR GETZ 1.3 TM|ELGTZ|00154|125.7000|109.3000|34.7600|KOREA|||
25310-1C000A|RADIADOR GETZ 1.6 TM|ELGTZ|00208|128.0000|111.3000|32.7600|KOREA|||
25310-2E100A|RADIADOR HYUNDAI TUCSON TM|TUCSO|00041|197.2000|171.4800|43.6100|KOREA|||
22231-37100|JGO. TAQUETES GETZ 1.6|ELGTZ|00074|91.8900|79.9000|30.4000|KOREA|||
21310-26650|BOMBA ACEITE HYUNDAI GETZ 1.6/ACCENT RIO CVVT|ELGTZ|00002|103.3900|85.0000|24.3800|KOREA|||
27501-26D00-OEM|JGO. CABLE BUJIA GETZ 1.6|GETZ|00077|0.0000|0.0000|5.5000|CHINA|||
51720-02000-OEM|RODAMIENTO DELANTERO PICANTO/GETZ KOYO|GETZ|00096|20.1100|17.4900|5.1400|KOREA|||
23040-22010|JGO. ANILLO STD ACCENT 1.5|ACCEN|00061|0.0000|0.0000|3.8500|KOREA|||
27301-23510|BOBINA ENCENDIDO HYUNDAI ELANTRA XD 2.0|ELGTZ|00085|56.3700|49.0200|26.8900|KOREA|||
21421-23020-H|ESTOPERA DELANTERA HYUNDAI TUCSON SEONG|TUCSO|00062|2.0700|1.8000|0.6000|CHINA|||
21421-21030-K|ESTOPERA DELANTERA PICANTO NEGRA|PICAN|00007|0.0000|0.0000|0.3600|KOREA|||
24810-23050|POLEA TIEMPO HYUNDAI TUCSON GMB (GT10160)|TUCSO|00001|20.6000|17.9100|4.8400|KOREA|||
4PK850|CORREA A/A TUCSON 850|TUCSO|00077|6.8000|5.9100|2.0600|KOREA|||
4PK830|CORREA A/A GETZ 1.6 830|GETZ|00077|6.8000|5.9100|1.5700|KOREA|||
4PK970|CORREA A/A KIA RIO 1.5|RIO|00077|7.2300|6.2900|2.6100|KOREA|||
4PK885|CORREA ALTERNADOR KIA RIO 1.5|MITSU|00099|6.8400|5.9500|4.2000|OTROS|||
21910-2E100|BASE MOTOR DEL. HYUNDAI TUCSON 2.0|GETZ|00004|0.0000|0.0000|8.7600|KOREA|||
25100-37102|BOMBA AGUA KIA SPORTAGE 2.7 MOBIS|SPTFE|00004|0.0000|0.0000|20.0300|KOREA|||
25100-26550-PMC|BOMBA AGUA HYUNDAI GETZ 1.6 PMC|ELGTZ|00163|31.6300|27.5000|7.5800|KOREA|||
25830-1F251|ELECTROVENTILADOR TUCSON|TUCSO|00002|153.6600|133.6200|31.4700|KOREA|||
KIT-TERMIN|JGO. TERMINAL (R+L) TUCSON|TUCSO|00101|0.0000|0.0000|8.4600|KOREA|||
21830-2E100|BASE CAJA LH HYUNDAI TUCSON T/A 4X4/4X2 SEONG|TUCSO|00062|34.3900|29.9000|7.2000|CHINA|||
HY-820|PUNTA TRIPOIDE TUCSON 27*23|TUCSO|00101|0.0000|0.0000|6.0100|KOREA|||
21930-2D100|BASE MOTOR TRAS. HYUNDAI ELANTRA XD SEONG|ELGTZ|00062|17.2500|15.0000|4.5000|CHINA|||
0K72A43400-SEON|BOMBA FRENO KIA PREGIO 3.0 SEONG|PREGI|00062|50.7600|44.1400|11.8000|CHINA|||
0K7Z1-11-SC0|JGO. ANILLO PREGIO 3.0|PREGI|00103|0.0000|0.0000|24.1300|KOREA|||
21421-22001-OEM|ESTOPERA DELANTERA CIG. ACC/GETZ|GETZ|00077|2.1300|1.8500|0.3400|KOREA|||
27501-37A00|JGO. CABLE BUJIA KIA SPORTAGE 2.7|SPTFE|00182|33.9300|29.5000|6.4000|KOREA|||
0K75A39040|BASE MOTOR KIA PREGIO 3.0|PREGI|00057|18.4500|16.0400|4.0600|KOREA|||
KIT-BASE|PAR BASE AMORTIGUADOR KIA RIO STYLUS (R+L)|RIO|00007|0.0000|0.0000|9.1200|KOREA|||
0K75A10311B|JGO. CAMISA PREGIO SEKI|PREGI|00002|207.2800|180.2400|47.3000|KOREA|||
0K72A-16-510|COLLARIN KIA PREGIO VALEO (VKD20716)|PREGI|00066|32.0700|27.8900|7.4700|KOREA|||
23060-23620|JGO. CONCHA BIELA TUCSON STD 23140|TUCSO|00077|0.0000|0.0000|2.8100|KOREA|||
0K2A1-16-510A|COLLARIN KIA RIO REEMPLAZO|RIO|00077|0.0000|0.0000|5.5800|KOREA|||
PC523|SENSOR CKP POSICION CIGUENAL RIO|RIO|00104|0.0000|0.0000|3.8800|KOREA|||
41421-02000-K|COLLARIN KIA PICANTO|PICAN|00239|16.0200|13.5000|3.3600|KOREA|||
517503A003|MOZO DELANTERO TUCSON/SPORTAGE (2E000) 51750-2E000|TUCSO|00114|35.3700|30.7600|8.9500|KOREA|||
35150-33010|VALVULA IAC KIA PIC/RIO|RIO|00122|24.9000|21.6500|6.4900|KOREA|||
41412-4Z000|COLLARIN KIA PREGIO|PREGI|00163|17.8300|14.5000|3.5900|KOREA|||
KK1Y0-11SJ0|JGO. SEPARADOR AXIAL KIA RIO STD 150-30|RIO|00005|4.9500|4.3000|0.8200|KOREA|||
23040-3E001|JGO. ANILLO KIA SPORTAGE 2.7 STD|SPTFE|00113|79.8900|69.4700|17.1000|KOREA|||
517502D003|MOZO DELANTERO ELANTRA XD|ELAN|00137|42.8500|37.2600|8.2900|KOREA|||
21443-2A001|ESTOPERA TRAS. CIG. SPORT 2.7/ STA FE/SONA/SED/SOR KOS-085|SPTFE|00182|11.5000|10.0000|1.8300|KOREA|||
21421-35011|ESTOPERA DEL. CIG. KIA SPORTAGE 2.7 KOS 088|SPTFE|00064|6.0400|5.2500|0.9200|KOREA|||
0K30E-10602|ESTOPERA LEVA KIA RIO KOS|RIO|00064|5.0400|4.2000|0.7600|KOREA|||
39220-38010|VALVULA TEMPERATURA KIA PICANTO|PICAN|00147|12.0300|10.4600|2.9300|KOREA|||
39230-26600|VALVULA TEMPERATURA GETZ (CABLE)|ELGTZ|00004|27.4300|23.8500|6.3900|KOREA|||
42421-39000|COLLARIN HYUNDAI ELANTRA|ELAN|00106|33.4700|29.1000|9.2700|KOREA|||
26740-02500|VALVULA PCV HYUNDAI TODOS MOBIS|GETZ|00004|11.6000|10.0900|1.9100|KOREA|||
0B37C-10602A|ESTOPERA DEL. CIG. KIA RIO KOS|RIO|00110|2.9900|2.6000|0.7200|KOREA|||
22144-39001|ESTOPERA LEVA KIA SPORTAGE 2.7 KOS|SPTFE|00064|5.9800|5.2000|0.5500|KOREA|||
0K75A10271|EMPACADURA CAMARA PREGIO 3.0 ORIGINAL|PREGI|00004|9.0000|7.8300|2.4800|KOREA|||
56820-22000-K|TERMINAL ACCENT PMC|ACCEN|00182|10.9300|9.5000|2.3600|KOREA|||
26740-21314|VALVULA PCV HYUNDAI|GETZ|00003|8.2100|7.1400|1.9100|KOREA|||
0K30E-10-2017|JGO. EMPACADURA KIA RIO STYLUS|RIO|00108|35.1800|30.5900|10.7100|CHINA|||
20910-23F00|JGO. EMPACADURA TUCSON|TUCSO|00077|36.4000|31.6500|12.4100|KOREA|||
0K6A1-10155|JGO. GOMA VALVULA KIA PREGIO|PREGI|00007|7.2200|6.2800|1.2000|KOREA|||
KSP61-10270C|JGO. EMPACADURA RIO STYLUS 1.5|RIO|00163|44.3000|38.5000|11.5900|KOREA|||
22441-02400|EMPACADURA TAPA VALVULA KIA PICANTO|PICAN|00182|2.1900|1.9000|0.5000|KOREA|||
0K30F-14100D|BOMBA ACEITE KIA RIO 1.5 SEONG|RIO|00062|55.2200|48.0200|14.8000|CHINA|||
24312-2X000-DON|CORREA TIEMPO KIA RIO 1.5 DONGIL|RIO|00088|0.0000|0.0000|0.0000|KOREA|||
54820-FD000|BIELETA DEL. LH KIA RIO STYLUS KOREA|RIO|00095|11.4200|9.9300|2.2600|KOREA|||
54830-FD000|BIELETA DEL. RH KIA RIO STYLUS KOREA|RIO|00095|11.4200|9.9300|2.2200|KOREA|||
21310-23002-DHM|BOMBA ACEITE HYUNDAI TUCSON SEONG|TUCSO|00062|68.8800|59.9000|16.5000|CHINA|||
21910-2E002-DHM|BASE MOTOR DEL. HYUNDAI TUCSON CON LOMO SEONG|TUCSO|00062|25.3800|22.0700|6.4200|CHINA|||
21810-2D050-DHM|BASE MOTOR RH HYUNDAI ELANTRA SEONG|ELGTZ|00062|34.0200|29.5800|7.5000|CHINA|||
51760-2E000-DHM|MUNON TUCSON/SPORTAGE SEONG|TUCSO|00062|10.2600|8.9200|2.2300|CHINA|||
54830-2D000-DHM|BIELETA DEL. RH/LH HYUNDAI ELANTRA XD KP|ELGTZ|00062|8.2600|7.1800|1.9500|CHINA|||
54830-1F000-DHM|BIELETA DEL. RH/LH HYUNDAI TUCSON / KIA SPORTAGE 2|TUCSO|00118|8.6500|7.5200|2.2500|CHINA|||
546102D000-DHM|BASE AMORT. DEL. HYUNDAI ELANTRA|ELGTZ|00143|23.5600|20.4900|8.4000|KOREA|||
546102E000-DHM|BASE AMORT. DEL. RH/LH HYUNDAI TUCSON|TUCSO|00095|21.7400|18.9000|5.7900|KOREA|||
54830-1C000-DHM|BIELETA DEL. LH HYUNDAI GETZ KP|ELGTZ|00118|9.5100|8.2700|2.2500|CHINA|||
54840-1C000-DHM|BIELETA DEL. RH HYUNDAI GETZ KP|ELGTZ|00118|9.5100|8.2700|2.2500|CHINA|||
KKY01-32280-DHM|TERMINAL KIA RIO/PICANTO SEONG|RIO|00062|9.0800|7.9000|1.9500|CHINA|||
25100-23022-DHM|BOMBA AGUA HYUNDAI TUCSON SEONG|TUCSO|00062|27.0300|23.5000|6.8000|CHINA|||
21310-26650-DHM|BOMBA ACEITE HYUNDAI GETZ 1.6 SEONG/ACCENT RIO CVVT|ELGTZ|00062|63.2500|55.0000|14.2000|CHINA|||
21910-2D050-DHM|BASE MOTOR DEL. HYUNDAI ELANTRA SEONG|ELGTZ|00062|14.5800|12.6800|4.6000|CHINA|||
56820-2E900-DHM|TERMINAL RH TUCSON/SPORTAGE KP|TUCSO|00118|11.9800|10.4200|3.3000|CHINA|||
56820-2E000-DHM|TERMINAL LH TUCSON/SPORTAGE KP|TUCSO|00118|11.9800|10.4200|3.3000|CHINA|||
21310-02550-DHM|BOMBA ACEITE KIA PICANTO|PICAN|00011|62.0500|53.9600|12.7500|CHINA|||
56820-22000-DHM|TERMINAL HYUNDAI ACCENT/GETZ/ELAN SEONG|ACCEN|00062|7.1300|6.2000|3.1500|CHINA|||
23060-37140|JGO. CONCHA BIELA SPORTAGE 2.7 STD (37200)|SPTFE|00005|14.7700|12.8400|3.6600|KOREA|||
23060-37921|JGO. CONCHA BIELA KIA SPORTAGE 2.7 0.10 (0.25)|SPTFE|00005|21.2200|18.4500|3.3700|KOREA|||
23060-23912|JGO. CONCHA BIELA TUCSON 0.20|TUCSO|00121|13.5700|11.8000|3.7500|KOREA|||
21020-37220|JGO. CONCHA BANCADA SPORTAGE 2.7 STD|SPTFE|00072|33.6300|29.2400|5.4100|KOREA|||
21020-37921|JGO. CONCHA BANCADA KIA SPORTAGE 2.7 0.10 (0.25) 37935|SPTFE|00005|25.8800|22.5000|4.2100|KOREA|||
MB092-23067|ESTOPERA RUEDA  DELT EXT KIA RIO (33067)|RIO|00163|4.0300|3.5000|0.3800|KOREA|||
KK15127238|ESTOPERA COPA CAJA FORD FESTIVA/TURPIAL/LASER MAZDA 3-323-626/ ALLEGRO 35X56X9/15|RIO|00064|3.0800|2.6800|0.5200|KOREA|||
0K30A-60960|FLOTANTE GASOLINA KIA RIO|RIO|00147|21.1400|18.3800|10.5000|KOREA|||
KIT-PISSPORTSTD|JGO. PISTON SPORTAGE 2.7 STD|OTROS|00015|231.8500|201.6100|46.0000|KOREA|||
23040-23902-STD|JGO. ANILLO TUCSON STD ARO FINO|TUCSO|00073|0.0000|0.0000|12.6500|KOREA|||23040-23000
21030-23000|JGO. SEPARADOR AXIAL TUCSON 0.10 (0,25)|TUCSO|00005|7.4300|6.4600|1.0800|KOREA|||
KK1Y0-11SJ0-025|JGO. SEPARADOR AXIAL KIA RIO 0.10|RIO|00005|5.1800|4.5000|1.0000|KOREA|||
KIT-PISTUCSTD|KIT PISTON Y ANILLO STD TUCSON|TUCSO|00068|0.0000|0.0000|0.0000|KOREA|||
23040-02970-STD|JGO. ANILLO KIA PICANTO STD|PICAN|00073|26.5300|23.0700|7.2100|KOREA|||
27501-23B70-OEM|JGO. CABLE BUJIA TUCSON ORIGINAL|TUCSO|00108|0.0000|0.0000|5.5000|CHINA|||
22224-23500-OEM|JGO. GOMA VALVULA ACCENT (12 PCS)|ACCEN|00108|10.2800|8.9400|2.6200|CHINA|||
0K3Y1-11SBX-020|JGO. PISTON KIA RIO 1.5 0.20 (0,50)|RIO|00002|86.6100|75.3100|9.6000|KOREA|||
21030-02740-025|JGO. SEPARADOR AXIAL PICANTO 0.10|PICAN|00005|5.7700|5.0200|1.0000|KOREA|||
0K3Y2-11SDX|JGO. ANILLO KIA RIO 1.5 0.20 (0.50)|RIO|00073|30.9400|26.9000|9.2500|KOREA|||
21443-33005.|ESTOPERA TRASERA CIGUENAL TUCSON ORIG (ROJA)|TUCSO|00110|7.2500|6.3000|1.4500|KOREA|||
22443-23001.|KIT SELLOS BUJIAS HYUNDAI|TUCSO|00163|7.4800|6.5000|0.5600|KOREA|||
0K30E-10602.|ESTOPERA  ARBOL LEVA KIA RIO 1.5 SEONG|RIO|00062|2.1300|1.8500|0.5000|CHINA|||
39180-22600|SENSOR POSICION CIGUENAL HYUNDAI GETZ 1.6 SEONG|ELGTZ|00062|13.6000|11.0000|1.9800|CHINA|||
0B37C-10602B|ESTOPERA BOMBA ACEITE KIA RIO 1.5 ORIG|RIO|00108|1.6200|1.4100|0.3800|CHINA|||
21421-21030.|ESTOPERA BOMBA ACEITE KIA PICANTO ORIG|PICAN|00108|2.1300|1.8500|0.2000|CHINA|||
0K201-11312.|ESTOPERA TRASERA CIGUENAL KIA RIO 1.5 ORIG|RIO|00108|3.5300|3.0700|0.6000|CHINA|||
0K3Y0-11SC0|JGO. ANILLO KIA RIO 1.5 STD|RIO|00152|33.2100|28.8800|9.6800|KOREA|||
41710-39001|BOMBIN CLUTCH INF. HYUNDAI TUCSON / ELANTRA PMC|TUCSO|00002|25.7300|22.3700|7.5000|KOREA|||
25380-07000|ELECTROVENTILADOR KIA PICANTO|PICAN|00182|68.2800|55.0000|15.5800|KOREA|||
21830-07100|BASE CAJA LH KIA PICANTO|PICAN|00007|42.8500|37.2600|9.6200|KOREA|||
54611-07000|BASE AMORT. DEL. RH/LH KIA PICANTO|PICAN|00197|7.9200|6.8900|2.1000|KOREA|||
24321-26060-OEM|CADENA LEVA HYUNDAI GETZ SEONG|ELGTZ|00062|9.1800|7.9800|2.1000|CHINA|||
35301-22032-OEM|REGULADOR GASOLINA ACCENT SEONG|ACCEN|00062|12.6700|11.5000|4.3000|CHINA|||
51712-FD200|DISCO FRENO KIA RIO STYLUS|RIO|00066|50.3100|43.7500|11.7700|KOREA|||
22224-23001-16|JGO. GOMA VALVULA TUCSON/GETZ (16 PCS)|ELGTZ|00108|10.4000|9.0400|1.9200|CHINA|||
21930-2E300|BASE MOTOR TRAS. HYUNDAI TUCSON KOREA (2E100)|TUCSO|00095|22.9100|18.6000|4.4000|KOREA|||
39310-02200|SENSOR POSICION CIGUENAL KIA PICANTO SEONG|PICAN|00062|13.8000|12.0000|4.1500|CHINA|||
24321-23770-OEM|CADENA LEVA HYUNDAI TUCSON SEONG|TUCSO|00062|10.2900|8.9500|2.4000|CHINA|||
0K2A116510-OEM|COLLARIN KIA RIO KP|RIO|00118|11.2700|9.8000|2.5000|CHINA|||
41421-28000-OEM|COLLARIN HYUNDAI ACCENT/GETZ KP|ACCEN|00118|11.2700|9.8000|2.0300|CHINA|||
21020-23340-025|JGO. CONCHA BANCADA HYUNDAI TUCSON 0.10 (0,25) SEONG|TUCSO|00062|16.8200|14.6300|3.1200|CHINA|||
21020-23340-075|JGO. CONCHA BANCADA TUCSON 0.30 (0,75)|TUCSO|00108|23.1400|20.1200|4.5400|CHINA|||
21020-23340-100|JGO. CONCHA BANCADA TUCSON 0.40 (1,00)|TUCSO|00108|18.4300|16.0300|4.5400|CHINA|||
21020-23340-STD|JGO. CONCHA BANCADA HYUNDAI TUCSON STD SEONG|TUCSO|00062|16.8200|14.6300|3.1200|CHINA|||
23060-23340-075|JGO. CONCHA BIELA TUCSON 0.30|TUCSO|00003|0.0000|0.0000|3.6000|KOREA|||
23060-23340-025|JGO. CONCHA BIELA TUCSON 0.10|TUCSO|00003|0.0000|0.0000|3.6000|KOREA|||
23060-23340-050|JGO. CONCHA BIELA TUCSON 0.20|TUCSO|00003|0.0000|0.0000|3.6000|KOREA|||
23060-23340-STD|JGO. CONCHA BIELA HYUNDAI TUCSON STD 23140|TUCSO|00121|11.3600|9.5000|2.6900|KOREA|||
23410-23982|JGO. PISTON TUCSON 0.20 (0,50) FINO 2MM|TUCSO|00002|111.8700|90.0000|23.8400|KOREA|||
23040-23972|JGO. ANILLO HYUNDAI TUCSON 0.20 (0,50) FINO|TUCSO|00073|33.9500|29.5200|8.9400|KOREA|||
23410-26511|JGO. PISTON GETZ 1.6 0.20 FINO|GETZ|00002|113.0900|98.3400|25.0000|KOREA|||
23410-02770|JGO. PISTON KIA PICANTO 0.20 (0,50)|PICAN|00115|94.0600|81.7900|21.4300|KOREA|||
24431-26000|GUIA CADENA HYUNDAI GETZ 1.6|ELGTZ|00062|5.9800|5.2000|1.1000|CHINA|||
24410-37100-DHM|TENSOR HIDRAULICO KIA SPORTAGE 2.7 GMB GHAT-100|SPTFE|00001|69.7700|60.6700|18.5700|KOREA|||
2068|PILA GASOLINA NPPN 2068|GETZ|00116|22.1000|19.2200|4.2000|KOREA|||
54820-FD000-DHM|BIELETA DEL. LH KIA RIO STYLUS KP|RIO|00118|8.6300|7.5000|2.1000|CHINA|||
54830-FD000-DHM|BIELETA DEL. RH KIA RIO STYLUS KP|RIO|00118|8.6300|7.5000|2.1000|CHINA|||
57170-2D101-DHM|CORREA DIRECCION HYUNDAI TUCSON SEONG|TUCSO|00062|3.1600|2.7500|0.7500|CHINA|||
57321-29100-DHM|CORREA DIRECCION GETZ|ELGTZ|00007|3.5300|3.0700|0.7700|KOREA|||
24450-37100-OEM|POLEA TENSORA SPORTAGE 2.7 37120|SPTFE|00031|19.4400|16.9000|5.1200|KOREA|||
24410-26000-OEM|TENSOR ACCENT/GETZ OEM|GETZ|00118|16.9600|14.7500|3.1200|CHINA|||
24410-24000-OEM|TENSOR ELANTRA LISO PMC (23400)|ELGTZ|00002|22.7700|19.8000|5.7500|KOREA|||
23410-02770-K|JGO. PISTON KIA PICANTO 0.50 SWP|PICAN|00015|101.3200|88.1000|22.4000|KOREA|||
24410-23050-OEM|TENSOR TIEMPO HYUNDAI TUCSON GANCHO|TUCSO|00126|31.0500|27.0000|8.3500|KOREA|||
20910-23C20-OEM|JGO. EMPACADURA TUCSON OEM|TUCSO|00108|44.4800|38.6800|8.2900|CHINA|||
HDK-174-KP|KIT DE EMBRAGUE HYUNDAI GETZ 1.6 KP|ELGTZ|00118|87.2000|75.8300|25.5000|CHINA|||
